阿伦方差,a'lun'fang'cha
物候谱,wu'hou'pu
物候学定律,wu'hou'xue'ding'lv
无患子,wu'huan'zi
无患子科,wu'huan'zi'ke
屋脊,wu'ji
无机废水,wu'ji'fei'shui
无记名债券,wu'ji'ming'zhai'quan
无级网,wu'ji'wang
无极性接触件,wu'ji'xing'jie'chu'jian
无极性连接器,wu'ji'xing'lian'jie'qi
无记忆信源,wu'ji'yi'xin'yuan
五加科,wu'jia'ke
吴家坪组,wu'jia'ping'zu
武建营,wu'jian'ying
武金,wu'jin
五金冲压件,wu'jin'chong'ya'jian
五金堤,wu'jin'di
五金工量具,wu'jin'gong'liang'ju
五金铸造,wu'jin'zhu'zao
芜菁甘蓝,wu'jing'gan'lan
误句概率,wu'ju'gai'lv
物理电源,wu'li'dian'yuan
物理电子学,wu'li'dian'zi'xue
物理定向,wu'li'ding'xiang
物理力学,wu'li'li'xue
物理力学测试,wu'li'li'xue'ce'shi
物理力学性质,wu'li'li'xue'xing'zhi
物理敏感器,wu'li'min'gan'qi
物理汽相淀积,wu'li'qi'xiang'dian'ji
五莲红机刨板,wu'lian'hong'ji'bao'ban
五连花,wu'lian'hua
五莲灰板,wu'lian'hui'ban
无梁楼盖,wu'liang'lou'gai
无林区,wu'lin'qu
乌龙茶,wu'long'cha
侮骂,wu'ma
午门,wu'men
屋面覆盖板,wu'mian'fu'gai'ban
屋面隔热砖,wu'mian'ge're'zhuan
伍木机电,wu'mu'ji'dian
污泥,wu'ni
污泥焚烧,wu'ni'fen'shao
污泥负荷,wu'ni'fu'he
污泥干化,wu'ni'gan'hua
污泥回流比,wu'ni'hui'liu'bi
污泥浓度,wu'ni'nong'du
污泥浓缩,wu'ni'nong'suo
污泥气,wu'ni'qi
污泥淘洗,wu'ni'tao'xi
污泥消化,wu'ni'xiao'hua
污泥压滤,wu'ni'ya'lv
污泥真空过滤,wu'ni'zhen'kong'guo'lv
误判失效,wu'pan'shi'xiao
五铺作,wu'pu'zuo
污染监测,wu'ran'jian'ce
污染源,wu'ran'yuan
无人增音站,wu'ren'zeng'yin'zhan
五色梅,wu'se'mei
五色苋,wu'se'xian
武术器械,wu'shu'qi'xie
无刷励磁机,wu'shua'li'ci'ji
污水暗管,wu'shui'an'guan
污水泵,wu'shui'beng
污水泵房,wu'shui'beng'fang
污水灌溉系统,wu'shui'guan'gai'xi'tong
污水管线,wu'shui'guan'xian
污水井,wu'shui'jing
雾凇,wu'song
乌苏里鼠李,wu'su'li'shu'li
无酸纸,wu'suan'zhi
物探,wu'tan
物探工作,wu'tan'gong'zuo
物探剖面,wu'tan'pou'mian
物体波,wu'ti'bo
五跳,wu'tiao
梧桐,wu'tong
梧桐科,wu'tong'ke
无雾加湿器,wu'wu'jia'shi'qi
无限冲激响应,wu'xian'chong'ji'xiang'ying
无线传声器,wu'xian'chuan'sheng'qi
无线电电子学,wu'xian'dian'dian'zi'xue
无线电浮标,wu'xian'dian'fu'biao
无线电干涉仪,wu'xian'dian'gan'she'yi
无线电罗盘,wu'xian'dian'luo'pan
无线电寻呼,wu'xian'dian'xun'hu
无限生长,wu'xian'sheng'zhang
五线制,wu'xian'zhi
无效假设,wu'xiao'jia'she
五芯电缆,wu'xin'dian'lan
无性第二代,wu'xing'di'er'dai
无压力式涵洞,wu'ya'li'shi'han'dong
屋檐,wu'yan
五叶地锦,wu'ye'di'jin
误用失效,wu'yong'shi'xiao
无油真空,wu'you'zhen'kong
无油真空系统,wu'you'zhen'kong'xi'tong
无源干扰,wu'yuan'gan'rao
无源跟踪,wu'yuan'gen'zong
无源探测,wu'yuan'tan'ce
无源谐振腔,wu'yuan'xie'zhen'qiang
无源制导,wu'yuan'zhi'dao
无噪编码定理,wu'zao'bian'ma'ding'li
无噪信道,wu'zao'xin'dao
物质文化生活,wu'zhi'wen'hua'sheng'huo
误字概率,wu'zi'gai'lv
无阻塞交换,wu'zu'sai'jiao'huan
西班牙白砂石,xi'ban'ya'bai'sha'shi
西班牙米黄,xi'ban'ya'mi'huang
细胞工程,xi'bao'gong'cheng
细胞亲和力,xi'bao'qin'he'li
西部宽,xi'bu'kuan
细部设计,xi'bu'she'ji
细部装修,xi'bu'zhuang'xiu
细长柱,xi'chang'zhu
吸尘器,xi'chen'qi
洗涤槽,xi'di'cao
洗涤室,xi'di'shi
西点红,xi'dian'hong
吸顶暗灯,xi'ding'an'deng
吸顶小灯,xi'ding'xiao'deng
细度模数,xi'du'mo'shu
希尔伯特变换,xi'er'bo'te'bian'huan
细啡珠,xi'fei'zhu
西风,xi'feng
吸附,xi'fu
吸附泵,xi'fu'beng
西府海棠,xi'fu'hai'tang
吸附阱,xi'fu'jing
吸附再生曝气,xi'fu'zai'sheng'bao'qi
系杆拱桥,xi'gan'gong'qiao
铣沟机,xi'gou'ji
细沟侵蚀,xi'gou'qin'shi
溪谷,xi'gu
西瓜,xi'gua
细花白,xi'hua'bai
熄火,xi'huo
细菌,xi'jun
细菌性青枯病,xi'jun'xing'qing'ku'bing
细菌总数,xi'jun'zong'shu
矽卡,xi'ka
西丽红,xi'li'hong
稀里呼噜,xi'li'hu'lu
西立面,xi'li'mian
细粒式沥青砼,xi'li'shi'li'qing'tong
细粒土,xi'li'tu
细料石,xi'liao'shi
洗麦,xi'mai
希美莉,xi'mei'li
希美丽,xi'mei'li
西门子,xi'men'zi
系谱法,xi'pu'fa
吸气剂离子泵,xi'qi'ji'li'zi'beng
吸气罩,xi'qi'zhao
细砂,xi'sha
细石,xi'shi
西施黑,xi'shi'hei
西施红,xi'shi'hong
吸收式冰箱,xi'shou'shi'bing'xiang
喜树,xi'shu
析水,xi'shui
吸水井,xi'shui'jing
吸水势,xi'shui'shi
系统电压表,xi'tong'dian'ya'biao
系统容积,xi'tong'rong'ji
稀土半导体,xi'tu'ban'dao'ti
稀土磁体,xi'tu'ci'ti
稀土钴永磁体,xi'tu'gu'yong'ci'ti
细纹地板,xi'wen'di'ban
细纹图案,xi'wen'tu'an
西洋,xi'yang
细叶变叶木,xi'ye'bian'ye'mu
细叶锦鸡儿,xi'ye'jin'ji'er
细叶榕,xi'ye'rong
细叶小檗,xi'ye'xiao'bo
细叶沿阶草,xi'ye'yan'jie'cao
细叶紫薇,xi'ye'zi'wei
锡艺品,xi'yi'pin
细雨,xi'yu
锡制品,xi'zhi'pin
细轴芫花,xi'zhou'yuan'hua
细柱柳,xi'zhu'liu
下部岩溶水,xia'bu'yan'rong'shui
霞草,xia'cao
下层地下室,xia'ceng'di'xia'shi
下插,xia'cha
下沉,xia'chen
下承式桥,xia'cheng'shi'qiao
下穿桥,xia'chuan'qiao
夏大豆,xia'da'dou
下挡墙,xia'dang'qiang
下倒口湖,xia'dao'kou'hu
下伏基岩,xia'fu'ji'yan
虾红,xia'hong
下滑信标,xia'hua'xin'biao
虾脊兰,xia'ji'lan
夏熟作物,xia'shu'zuo'wu
下水道人孔,xia'shui'dao'ren'kong
下水道入口,xia'shui'dao'ru'kou
下水道系统,xia'shui'dao'xi'tong
下铁,xia'tie
下铁上,xia'tie'shang
下铁下,xia'tie'xia
下统,xia'tong
夏威夷草,xia'wei'yi'cao
下卧层,xia'wo'ceng
下限,xia'xian
下弦,xia'xian
下限类别温度,xia'xian'lei'bie'wen'du
下行线路,xia'xing'xian'lu
狭叶,xia'ye
狭叶朴,xia'ye'pu
虾衣花,xia'yi'hua
下游,xia'you
下游河段,xia'you'he'duan
下游终点,xia'you'zhong'dian
下阈,xia'yu
下柱墩,xia'zhu'dun
酰胺态氮肥,xian'an'tai'dan'fei
限边馈膜生长,xian'bian'kui'mo'sheng'zhang
苋菜,xian'cai
现场,xian'chang
现场办公室,xian'chang'ban'gong'shi
现场测试,xian'chang'ce'shi
现场焊,xian'chang'han
现场监测,xian'chang'jian'ce
现场经费,xian'chang'jing'fei
现场勘查资料,xian'chang'kan'cha'zi'liao
现场踏勘,xian'chang'ta'kan
籼稻,xian'dao
线对,xian'dui
线荷载,xian'he'zai
线间变压器,xian'jian'bian'ya'qi
现浇层,xian'jiao'ceng
现浇混凝土,xian'jiao'hun'ning'tu
现浇砼,xian'jiao'tong
现浇箱梁,xian'jiao'xiang'liang
衔接,xian'jie
现金项目电报,xian'jin'xiang'mu'dian'bao
线扩展函数,xian'kuo'zhan'han'shu
献礼工程,xian'li'gong'cheng
限量,xian'liang
线路,xian'lu
线路名称,xian'lu'ming'cheng
仙茅,xian'mao
线缺陷,xian'que'xian
显热通量,xian're'tong'liang
仙人笔,xian'ren'bi
仙人红,xian'ren'hong
仙人掌,xian'ren'zhang
显生宙,xian'sheng'zhou
显示器件,xian'shi'qi'jian
咸水侵占,xian'shui'qin'zhan
咸水入侵,xian'shui'ru'qin
线弹性,xian'tan'xing
纤维板,xian'wei'ban
纤维混凝土,xian'wei'hun'ning'tu
显微镜,xian'wei'jing
限位伸缩器,xian'wei'shen'suo'qi
线文件,xian'wen'jian
弦线偏距法,xian'xian'pian'ju'fa
纤芯,xian'xin
线性构造,xian'xing'gou'zao
线形光源,xian'xing'guang'yuan
线性缓变结,xian'xing'huan'bian'jie
线性率表,xian'xing'lv'biao
线性码,xian'xing'ma
线形设计,xian'xing'she'ji
线性调频,xian'xing'tiao'pin
线性预测,xian'xing'yu'ce
陷穴,xian'xue
线载,xian'zai
现制水磨石,xian'zhi'shui'mo'shi
现制水磨石面,xian'zhi'shui'mo'shi'mian
限制新建,xian'zhi'xin'jian
显著性结果,xian'zhu'xing'jie'guo
现状评估,xian'zhuang'ping'gu
线状网,xian'zhuang'wang
箱包锁,xiang'bao'suo
香椿,xiang'chun
相对蒸发量,xiang'dui'zheng'fa'liang
香格里拉,xiang'ge'li'la
香格里拉黑,xiang'ge'li'la'hei
香菇,xiang'gu
相关,xiang'guan
项海帆,xiang'hai'fan
橡胶坝,xiang'jiao'ba
橡胶坝袋,xiang'jiao'ba'dai
橡胶板,xiang'jiao'ban
橡胶地面,xiang'jiao'di'mian
橡胶垫,xiang'jiao'dian
橡胶模,xiang'jiao'mo
橡胶圈,xiang'jiao'quan
橡胶榕,xiang'jiao'rong
橡胶伸缩装置,xiang'jiao'shen'suo'zhuang'zhi
橡胶园,xiang'jiao'yuan
橡胶止水,xiang'jiao'zhi'shui
橡胶作物,xiang'jiao'zuo'wu
向列相液晶,xiang'lie'xiang'ye'jing
镶面,xiang'mian
项目,xiang'mu
项目编码,xiang'mu'bian'ma
项目采用,xiang'mu'cai'yong
项目工作,xiang'mu'gong'zuo
项目工作进展,xiang'mu'gong'zuo'jin'zhan
项目工作情况,xiang'mu'gong'zuo'qing'kuang
项目工作中,xiang'mu'gong'zuo'zhong
项目监察,xiang'mu'jian'cha
项目立项,xiang'mu'li'xiang
项目设计,xiang'mu'she'ji
项目设计编审,xiang'mu'she'ji'bian'shen
项目申报,xiang'mu'shen'bao
项目顺序,xiang'mu'shun'xu
项目所需,xiang'mu'suo'xu
橡木贴面板,xiang'mu'tie'mian'ban
项目投资概算,xiang'mu'tou'zi'gai'suan
项目完成,xiang'mu'wan'cheng
项目物探,xiang'mu'wu'tan
项目依据,xiang'mu'yi'ju
项目质量控制,xiang'mu'zhi'liang'kong'zhi
项目资料,xiang'mu'zi'liao
项目总经费,xiang'mu'zong'jing'fei
项目总体目标,xiang'mu'zong'ti'mu'biao
项目总体情况,xiang'mu'zong'ti'qing'kuang
项目总体设计,xiang'mu'zong'ti'she'ji
项目组各,xiang'mu'zu'ge
项目组内部,xiang'mu'zu'nei'bu
项目组织,xiang'mu'zu'zhi
橡皮锤,xiang'pi'chui
橡皮电缆,xiang'pi'dian'lan
橡皮减震器,xiang'pi'jian'zhen'qi
橡皮绝缘,xiang'pi'jue'yuan
橡皮绝缘线,xiang'pi'jue'yuan'xian
像片判读,xiang'pian'pan'du
像片索引图,xiang'pian'suo'yin'tu
镶嵌图,xiang'qian'tu
向日葵,xiang'ri'kui
镶入式荧光灯,xiang'ru'shi'ying'guang'deng
相扫雷达,xiang'sao'lei'da
详图,xiang'tu
相位超前网络,xiang'wei'chao'qian'wang'luo
相位共轭,xiang'wei'gong'e
相位基准电压,xiang'wei'ji'zhun'dian'ya
相位均衡器,xiang'wei'jun'heng'qi
相位匹配角,xiang'wei'pi'pei'jiao
相位谱估计,xiang'wei'pu'gu'ji
相位群聚,xiang'wei'qun'ju
相位裕量,xiang'wei'yu'liang
相位噪声,xiang'wei'zao'sheng
详细勘察,xiang'xi'kan'cha
向下部,xiang'xia'bu
象限角,xiang'xian'jiao
向斜,xiang'xie
香杨,xiang'yang
襄阳站,xiang'yang'zhan
香叶天竺葵,xiang'ye'tian'zhu'kui
响应,xiang'ying
响应式干扰,xiang'ying'shi'gan'rao
象增强器,xiang'zeng'qiang'qi
小白菜,xiao'bai'cai
小包菜,xiao'bao'cai
小比例,xiao'bi'li
小波瓦,xiao'bo'wa
硝厂,xiao'chang
小潮,xiao'chao
消除合计,xiao'chu'he'ji
消除及时率,xiao'chu'ji'shi'lv
消除静电,xiao'chu'jing'dian
消磁,xiao'ci
消防,xiao'fang
消防干管,xiao'fang'gan'guan
小方格网法,xiao'fang'ge'wang'fa
消防供水,xiao'fang'gong'shui
肖方减灾,xiao'fang'jian'zai
消防联动,xiao'fang'lian'dong
消防龙头,xiao'fang'long'tou
消防楼梯,xiao'fang'lou'ti
消防入口,xiao'fang'ru'kou
消防疏散,xiao'fang'shu'san
消费热点,xiao'fei're'dian
消光比,xiao'guang'bi
效果特号,xiao'guo'te'hao
消耗量定额,xiao'hao'liang'ding'e
小花溲疏,xiao'hua'sou'shu
消化污泥,xiao'hua'wu'ni
硝化作用,xiao'hua'zuo'yong
销毁,xiao'hui
销毁清册,xiao'hui'qing'ce
消火栓泵,xiao'huo'shuan'beng
硝基底漆,xiao'ji'di'qi
小净距隧道,xiao'jing'ju'sui'dao
小酒壶,xiao'jiu'hu
校具,xiao'ju
校具设备,xiao'ju'she'bei
小楷槭,xiao'kai'qi
小莱豆,xiao'lai'dou
消蓝,xiao'lan
销类,xiao'lei
消力,xiao'li
消力齿,xiao'li'chi
消力池,xiao'li'chi
消力墩,xiao'li'dun
消力坎,xiao'li'kan
小流域,xiao'liu'yu
小流域经济,xiao'liu'yu'jing'ji
小麦,xiao'mai
销铆钉,xiao'mao'ding
消弥,xiao'mi
效能监察,xiao'neng'jian'cha
效能监察过程,xiao'neng'jian'cha'guo'cheng
效能监察组,xiao'neng'jian'cha'zu
小女人散文,xiao'nv'ren'san'wen
小偏拉,xiao'pian'la
小偏心,xiao'pian'xin
小偏心受压,xiao'pian'xin'shou'ya
小偏压,xiao'pian'ya
小平锹,xiao'ping'qiao
肖坡后,xiao'po'hou
小气候,xiao'qi'hou
小青南瓜,xiao'qing'nan'gua
小青杨,xiao'qing'yang
消缺率,xiao'que'lv
小扰动理论,xiao'rao'dong'li'lun
小溶洞,xiao'rong'dong
小溶坑,xiao'rong'keng
小三角测量,xiao'san'jiao'ce'liang
肖尚德,xiao'shang'de
消失模,xiao'shi'mo
小水库,xiao'shui'ku
硝态氮,xiao'tai'dan
硝态氮肥,xiao'tai'dan'fei
肖特基势垒,xiao'te'ji'shi'lei
消息,xiao'xi
小信号分析,xiao'xin'hao'fen'xi
小信号增益,xiao'xin'hao'zeng'yi
小型机具铺筑,xiao'xing'ji'ju'pu'zhu
小型摩托车,xiao'xing'mo'tuo'che
小熊村,xiao'xiong'cun
小修保护,xiao'xiu'bao'hu
消烟前室,xiao'yan'qian'shi
小叶杜英,xiao'ye'du'ying
小叶黄杨,xiao'ye'huang'yang
小叶锦鸡儿,xiao'ye'jin'ji'er
小叶榄仁,xiao'ye'lan'ren
小叶朴,xiao'ye'pu
小叶鼠李,xiao'ye'shu'li
小叶野决明,xiao'ye'ye'jue'ming
效应振荡器,xiao'ying'zhen'dang'qi
小雨,xiao'yu
小鸢尾,xiao'yuan'wei
销赃灭迹,xiao'zang'mie'ji
斜昂,xie'ang
泄爆,xie'bao
屑冰,xie'bing
泄槽,xie'cao
协方差分析,xie'fang'cha'fen'xi
卸荷,xie'he
泄洪闸,xie'hong'zha
泻湖,xie'hu
歇假,xie'jia
斜交桥,xie'jiao'qiao
斜距,xie'ju
泻溜,xie'liu
泄漏电流,xie'lou'dian'liu
斜率效率,xie'lv'xiao'lv
写入,xie'ru
挟沙,xie'sha
斜视,xie'shi
泄水阀,xie'shui'fa
泄水费,xie'shui'fei
泄水井,xie'shui'jing
泄水孔,xie'shui'kong
协调位置,xie'tiao'wei'zhi
斜温层,xie'wen'ceng
楔形塞尺,xie'xing'sai'chi
楔型线夹,xie'xing'xian'jia
楔形线夹,xie'xing'xian'jia
协议,xie'yi
协议分析仪,xie'yi'fen'xi'yi
卸载清除,xie'zai'qing'chu
斜张桥,xie'zhang'qiao
斜照型照明器,xie'zhao'xing'zhao'ming'qi
信标跟踪,xin'biao'gen'zong
薪材,xin'cai
新材料,xin'cai'liao
心磁描记术,xin'ci'miao'ji'shu
信道化接收机,xin'dao'hua'jie'shou'ji
心电描记术,xin'dian'miao'ji'shu
新风,xin'feng
信干比,xin'gan'bi
心功能仪,xin'gong'neng'yi
新工艺,xin'gong'yi
信关,xin'guan
信号灯,xin'hao'deng
信号分类,xin'hao'fen'lei
信号分析仪,xin'hao'fen'xi'yi
信号干扰比,xin'hao'gan'rao'bi
信号格式,xin'hao'ge'shi
信号环境密度,xin'hao'huan'jing'mi'du
信号杂波比,xin'hao'za'bo'bi
信号指示器,xin'hao'zhi'shi'qi
信汇,xin'hui
新技术,xin'ji'shu
新建,xin'jian
新金彩麻中花,xin'jin'cai'ma'zhong'hua
新近纪,xin'jin'ji
新绿地区,xin'lv'di'qu
新米黄,xin'mi'huang
芯片,xin'pian
心墙,xin'qiang
新瑞滑板车,xin'rui'hua'ban'che
新生儿监护仪,xin'sheng'er'jian'hu'yi
信使,xin'shi
新世纪米黄,xin'shi'ji'mi'huang
新舒伯特米黄,xin'shu'bo'te'mi'huang
新双井红,xin'shuang'jing'hong
信宿,xin'su
心土犁,xin'tu'li
信息,xin'xi
信息犯罪,xin'xi'fan'zui
信息分发系统,xin'xi'fen'fa'xi'tong
信息量,xin'xi'liang
信息论,xin'xi'lun
信息码,xin'xi'ma
信息容量,xin'xi'rong'liang
信息守恒,xin'xi'shou'heng
信息显示,xin'xi'xian'shi
新鲜,xin'xian
心形传声器,xin'xing'chuan'sheng'qi
新雅米黄,xin'ya'mi'huang
心音图仪,xin'yin'tu'yi
信用债券,xin'yong'zhai'quan
信源编码,xin'yuan'bian'ma
兴安胡枝子,xing'an'hu'zhi'zi
兴安落叶松,xing'an'luo'ye'song
兴波作浪,xing'bo'zuo'lang
莕菜,xing'cai
形槽隔离,xing'cao'ge'li
型超声扫描,xing'chao'sheng'sao'miao
行车安全,xing'che'an'quan
星点木,xing'dian'mu
型钢,xing'gang
型钢混凝土,xing'gang'hun'ning'tu
型号,xing'hao
行洪影响,xing'hong'ying'xiang
行洪影响评价,xing'hong'ying'xiang'ping'jia
型环,xing'huan
星基导航,xing'ji'dao'hang
星际激光通信,xing'ji'ji'guang'tong'xin
行架车,xing'jia'che
型螺栓,xing'luo'shuan
星毛珍珠梅,xing'mao'zhen'zhu'mei
型器件,xing'qi'jian
星上交换,xing'shang'jiao'huan
星下点,xing'xia'dian
星下点轨迹,xing'xia'dian'gui'ji
型线夹,xing'xian'jia
行星波,xing'xing'bo
星形布置,xing'xing'bu'zhi
星形给料机,xing'xing'gei'liao'ji
兴禹,xing'yu
星载雷达,xing'zai'lei'da
形状等特征,xing'zhuang'deng'te'zheng
熊市,xiong'shi
雄泰保温杯,xiong'tai'bao'wen'bei
锈斑,xiu'ban
修裱,xiu'biao
修复,xiu'fu
修复过程,xiu'fu'guo'cheng
修复时间,xiu'fu'shi'jian
修改记录,xiu'gai'ji'lu
修剪,xiu'jian
修剪车,xiu'jian'che
锈菌,xiu'jun
修砍树木,xiu'kan'shu'mu
修理实施时间,xiu'li'shi'shi'shi'jian
修理准备时间,xiu'li'zhun'bei'shi'jian
修钎,xiu'qian
修钎设备,xiu'qian'she'bei
绣球绣线菊,xiu'qiu'xiu'xian'ju
锈蚀,xiu'shi
锈石,xiu'shi
修仕友,xiu'shi'you
休闲,xiu'xian
修整,xiu'zheng
修正,xiu'zheng
修正概算,xiu'zheng'gai'suan
须更换,xu'geng'huan
序贯检测器,xu'guan'jian'ce'qi
序贯取样,xu'guan'qu'yang
序贯译码,xu'guan'yi'ma
虚话,xu'hua
须家河组,xu'jia'he'zu
虚交点,xu'jiao'dian
虚警概率,xu'jing'gai'lv
虚警时间,xu'jing'shi'jian
徐奎明,xu'kui'ming
序列,xu'lie
虚拟狗,xu'ni'gou
徐萍,xu'ping
虚铺,xu'pu
需求等,xu'qiu'deng
徐秋蓉,xu'qiu'rong
需求时间,xu'qiu'shi'jian
虚实并举,xu'shi'bing'ju
序时平均数,xu'shi'ping'jun'shu
蓄水,xu'shui
蓄水保土效益,xu'shui'bao'tu'xiao'yi
蓄水槽,xu'shui'cao
蓄水沟,xu'shui'gou
蓄水量,xu'shui'liang
需水量,xu'shui'liang
蓄水量方程,xu'shui'liang'fang'cheng
蓄水系数,xu'shui'xi'shu
虚同步,xu'tong'bu
需修,xu'xiu
需氧生物处理,xu'yang'sheng'wu'chu'li
需要投入,xu'yao'tou'ru
虚指令,xu'zhi'ling
续作项目,xu'zuo'xiang'mu
悬板活门,xuan'ban'huo'men
悬臂板,xuan'bi'ban
悬臂浇筑,xuan'bi'jiao'zhu
悬臂梁桥,xuan'bi'liang'qiao
悬臂拼装,xuan'bi'pin'zhuang
悬臂式挡土墙,xuan'bi'shi'dang'tu'qiang
悬臂现象,xuan'bi'xian'xiang
选厂测量,xuan'chang'ce'liang
悬垂式照明,xuan'chui'shi'zhao'ming
悬锤线夹,xuan'chui'xian'jia
旋磁滤波器,xuan'ci'lv'bo'qi
旋磁限幅器,xuan'ci'xian'fu'qi
旋磁振荡器,xuan'ci'zhen'dang'qi
悬吊重物,xuan'diao'zhong'wu
悬浮澄清池,xuan'fu'cheng'qing'chi
悬浮固体,xuan'fu'gu'ti
悬浮区熔法,xuan'fu'qu'rong'fa
悬浮区熔硅,xuan'fu'qu'rong'gui
悬钩子,xuan'gou'zi
悬挂式照明器,xuan'gua'shi'zhao'ming'qi
悬河,xuan'he
悬梁,xuan'liang
选良种,xuan'liang'zhong
悬铃木科,xuan'ling'mu'ke
选模技术,xuan'mo'ji'shu
旋钮开关,xuan'niu'kai'guan
旋喷,xuan'pen
旋喷桩,xuan'pen'zhuang
旋片真空泵,xuan'pian'zhen'kong'beng
选频电平表,xuan'pin'dian'ping'biao
煊钎,xuan'qian
玄参科,xuan'shen'ke
旋蒴苣苔,xuan'shuo'ju'tai
悬挑板,xuan'tiao'ban
悬挑构件,xuan'tiao'gou'jian
悬挑梁,xuan'tiao'liang
选通标志,xuan'tong'biao'zhi
选通脉冲,xuan'tong'mai'chong
选位,xuan'wei
漩涡缺陷,xuan'wo'que'xian
玄武岩,xuan'wu'yan
悬移质,xuan'yi'zhi
选育良种,xuan'yu'liang'zhong
选择差,xuan'ze'cha
选择外延,xuan'ze'wai'yan
旋转布水器,xuan'zhuan'bu'shui'qi
旋转设计,xuan'zhuan'she'ji
旋转制交换机,xuan'zhuan'zhi'jiao'huan'ji
学报,xue'bao
雪崩,xue'beng
雪铲,xue'chan
削度,xue'du
薛方,xue'fang
雪花白,xue'hua'bai
雪花绿,xue'hua'lv
雪花米黄,xue'hua'mi'huang
穴距,xue'ju
血料,xue'liao
削坡,xue'po
雪沙红,xue'sha'hong
血桐,xue'tong
寻峰,xun'feng
驯化,xun'hua
循环,xun'huan
循环乘积码,xun'huan'cheng'ji'ma
循环附加流量,xun'huan'fu'jia'liu'liang
循环卷积,xun'huan'juan'ji
循环冷却水,xun'huan'leng'que'shui
循环冗余码,xun'huan'rong'yu'ma
巡回养护,xun'hui'yang'hu
循迹误差,xun'ji'wu'cha
巡司河,xun'si'he
询问模式,xun'wen'mo'shi
询问器,xun'wen'qi
循纹失真,xun'wen'shi'zhen
寻象管,xun'xiang'guan
寻象器,xun'xiang'qi
寻杖合角造,xun'zhang'he'jiao'zao
寻杖绞角造,xun'zhang'jiao'jiao'zao
压差式真空计,ya'cha'shi'zhen'kong'ji
压磁材料,ya'ci'cai'liao
压电常量,ya'dian'chang'liang
压电加速度计,ya'dian'jia'su'du'ji
压电流量计,ya'dian'liu'liang'ji
雅典米黄,ya'dian'mi'huang
压电式敏感器,ya'dian'shi'min'gan'qi
压电陀螺,ya'dian'tuo'luo
压电音叉,ya'dian'yin'cha
压电振子,ya'dian'zhen'zi
压顶,ya'ding
压顶石,ya'ding'shi
芽蕉,ya'jiao
压接接触件,ya'jie'jie'chu'jian
压扩,ya'kuo
亚类,ya'lei
压力安全装置,ya'li'an'quan'zhuang'zhi
压力操纵开关,ya'li'cao'zong'kai'guan
压力电波,ya'li'dian'bo
压力流,ya'li'liu
压力滤池,ya'li'lv'chi
压力敏感器,ya'li'min'gan'qi
压力式涵洞,ya'li'shi'han'dong
氩离子激光器,ya'li'zi'ji'guang'qi
雅伦金,ya'lun'jin
压密注浆,ya'mi'zhu'jiang
哑默悄声,ya'mo'qiao'sheng
亚镍,ya'nie
压扭性断裂,ya'niu'xing'duan'lie
亚热带,ya're'dai
压实,ya'shi
雅士白,ya'shi'bai
压实度,ya'shi'du
压实度试验,ya'shi'du'shi'yan
压实赶光,ya'shi'gan'guang
压岁书,ya'sui'shu
压缩,ya'suo
压缩波波速,ya'suo'bo'bo'su
压缩参数,ya'suo'can'shu
压缩机房,ya'suo'ji'fang
压缩机组,ya'suo'ji'zu
压缩式真空计,ya'suo'shi'zhen'kong'ji
压缩指数,ya'suo'zhi'shu
压条繁殖,ya'tiao'fan'zhi
亚铁磁性,ya'tie'ci'xing
亚细亚米黄,ya'xi'ya'mi'huang
芽选择,ya'xuan'ze
压榨,ya'zha
鸭跖草,ya'zhi'cao
压制性干扰,ya'zhi'xing'gan'rao
亚洲白麻,ya'zhou'bai'ma
亚洲玉米螟,ya'zhou'yu'mi'ming
鸭嘴花,ya'zui'hua
鸭嘴钳,ya'zui'qian
岩板,yan'ban
言不及利,yan'bu'ji'li
岩层产状,yan'ceng'chan'zhuang
延长码,yan'chang'ma
衍衬象,yan'chen'xiang
延迟锁定技术,yan'chi'suo'ding'ji'shu
延迟型冷害,yan'chi'xing'leng'hai
岩床,yan'chuang
眼磁描记术,yan'ci'miao'ji'shu
烟囱砂块,yan'cong'sha'kuai
眼电描记术,yan'dian'miao'ji'shu
言东语西,yan'dong'yu'xi
延度,yan'du
堰负荷,yan'fu'he
岩盖,yan'gai
烟感系统,yan'gan'xi'tong
岩关阶,yan'guan'jie
岩基,yan'ji
验筋,yan'jin
研究方向,yan'jiu'fang'xiang
研究生出,yan'jiu'sheng'chu
岩坎,yan'kan
檐口,yan'kou
岩矿测试,yan'kuang'ce'shi
岩类,yan'lei
严厉谴责,yan'li'qian'ze
眼螺栓,yan'luo'shuan
岩脉,yan'mai
燕麦,yan'mai
堰门,yan'men
岩棉壳,yan'mian'ke
沿面排列,yan'mian'pai'lie
淹没,yan'mo
砚牌,yan'pai
研评,yan'ping
盐侵,yan'qin
颜庆祥,yan'qing'xiang
岩溶,yan'rong
岩溶嗲面,yan'rong'dia'mian
焰熔法,yan'rong'fa
岩溶管道,yan'rong'guan'dao
岩溶河流,yan'rong'he'liu
岩溶勘察,yan'rong'kan'cha
岩溶申报,yan'rong'shen'bao
岩溶水,yan'rong'shui
岩溶水文学,yan'rong'shui'wen'xue
燕山黄,yan'shan'huang
燕山蓝钻,yan'shan'lan'zuan
燕山绿,yan'shan'lv
衍射,yan'she
衍射损耗,yan'she'sun'hao
延伸三角形,yan'shen'san'jiao'xing
